"src_subject_id","start_time","end_time","browser","index","first_half_probabilities","second_half_probabilities","deck_color","deck_position","deck_probabilities","deck_contingencies","response_color","key_press","response_position","response_probability","reward_type","trial_type","rt","reward_tally","exclusion_reason"
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",1,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","black",49,"left","medium","False","False",1694,-50,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",2,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","red",50,"middle","low","False","False",594,-100,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",578,0,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",4,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",722,100,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",5,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",530,200,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",6,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",580,300,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",7,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",402,400,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",8,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","False","False",417,350,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",9,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","red",50,"middle","low","False","False",546,300,NA
"A2ML0070M8FDK1","Fri Sep 18 2020 16:11:57 GMT-0500 (Central Daylight Time)","Fri Sep 18 2020 16:20:14 GMT-0500 (Central Daylight Time)","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",10,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","black",49,"left","medium","False","False",387,250,NA
