"src_subject_id","start_time","end_time","browser","index","first_half_probabilities","second_half_probabilities","deck_color","deck_position","deck_probabilities","deck_contingencies","response_color","key_press","response_position","response_probability","reward_type","trial_type","rt","reward_tally","exclusion_reason"
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",1,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","False",1054,100,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",2,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","False",466,200,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",3,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","False",434,300,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",4,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","False",387,400,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",5,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","False",434,500,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",6,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","False",436,600,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",7,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","False",401,700,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",8,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","False",354,800,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",9,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",50,"middle","high","True","True",354,900,NA
"A2ASTDMWBCFIP0","Sat Oct 31 2020 11:16:49 GMT-0400 (Eastern Daylight Time)","Sat Oct 31 2020 11:24:26 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",10,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'red', u'blue', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",50,"middle","low","False","False",290,850,NA
