"src_subject_id","start_time","end_time","browser","index","first_half_probabilities","second_half_probabilities","deck_color","deck_position","deck_probabilities","deck_contingencies","response_color","key_press","response_position","response_probability","reward_type","trial_type","rt","reward_tally","exclusion_reason"
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",1,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",1340,100,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",2,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","red",50,"middle","low","False","False",931,50,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",3,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",251,150,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",4,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",267,250,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",5,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",250,350,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",6,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",253,450,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",7,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",290,550,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",8,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",235,650,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",9,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","True","False",275,750,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",10,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",51,"right","high","False","True",275,700,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",11,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","blue",51,"right","low","False","False",243,650,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",12,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","True","False",260,750,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",13,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","False","False",241,700,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",14,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","black",49,"left","medium","True","False",123,800,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",15,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","black",49,"left","medium","True","False",307,900,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",16,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","black",49,"left","medium","False","False",251,850,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",17,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","black",49,"left","medium","False","False",284,800,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",18,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","blue",51,"right","low","False","False",75,750,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",19,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","True","False",266,850,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",20,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","True","False",220,950,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",21,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","True","False",244,1050,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",22,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","True","False",242,1150,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",23,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","True","False",147,1250,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",24,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","True","False",292,1350,NA
"A281ASP4WWAN3E","Wed Sep 23 2020 12:14:16 GMT-0400 (Eastern Daylight Time)","Wed Sep 23 2020 12:49:48 GMT-0400 (Eastern Daylight Time)","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",25,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'black', u'red', u'blue']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'high', u'low']","red",50,"middle","high","True","False",250,1450,NA
