"src_subject_id","start_time","end_time","browser","index","first_half_probabilities","second_half_probabilities","deck_color","deck_position","deck_probabilities","deck_contingencies","response_color","key_press","response_position","response_probability","reward_type","trial_type","rt","reward_tally","exclusion_reason"
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",43,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",326,2050,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",44,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",597,2150,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",45,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","False","False",392,2100,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",46,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","black",51,"right","low","False","False",401,2050,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",47,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","black",51,"right","low","False","False",747,2000,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",48,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","red",50,"middle","medium","True","False",345,2100,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",49,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","red",50,"middle","medium","False","False",636,2050,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",50,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","black",51,"right","low","False","False",619,2000,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",51,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",228,2100,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",52,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",308,2200,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",53,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",626,2300,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",54,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",490,2400,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",55,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",425,2500,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",56,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",3623,2600,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",57,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",859,2700,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",58,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","False",991,2800,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",59,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'high', u'medium', u'low']","blue",49,"left","high","True","True",879,2900,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",60,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",49,"left","low","False","False",458,2850,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",61,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",49,"left","low","False","False",748,2800,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",62,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",1647,2900,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",63,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","black",51,"right","medium","True","False",561,3000,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",64,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",304,3100,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",65,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","black",51,"right","medium","False","False",203,3050,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",66,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",438,3150,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",67,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","blue",49,"left","low","False","False",570,3100,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",68,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",273,3200,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",69,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",655,3300,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",70,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",719,3400,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",71,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","False","False",1293,3350,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",72,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",2611,3450,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",73,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",319,3550,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",74,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",690,3650,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",75,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'low', u'high', u'medium']","red",50,"middle","high","True","True",429,3750,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",76,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","red",50,"middle","low","False","False",424,3700,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",77,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","blue",49,"left","medium","False","False",427,3650,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",78,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","black",51,"right","high","True","False",332,3750,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",79,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","black",51,"right","high","True","False",697,3850,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",80,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.9, 0.5, 0.1]","[u'medium', u'low', u'high']","black",51,"right","high","True","False",842,3950,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",81,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.8, 0.4, 0.2]","[u'low', u'high', u'medium']","blue",49,"left","low","True","False",6321,4050,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",82,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.8, 0.4, 0.2]","[u'low', u'high', u'medium']","blue",49,"left","low","False","False",3389,4000,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",83,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.8, 0.4, 0.2]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",457,4100,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",84,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.8, 0.4, 0.2]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",1912,4200,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",85,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.8, 0.4, 0.2]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",440,4300,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",86,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.8, 0.4, 0.2]","[u'low', u'high', u'medium']","black",51,"right","medium","False","False",319,4250,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",87,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.8, 0.4, 0.2]","[u'low', u'high', u'medium']","red",50,"middle","high","True","False",180,4350,NA
"AUCHGHY1IKZZK","Tue Jan 28 2020 08:56:49 GMT-0500 (Eastern Standard Time)","Tue Jan 28 2020 09:04:15 GMT-0500 (Eastern Standard Time)","Mozilla/5.0 (X11; U; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Puffin/8.2.1.41222AP",88,"[0.9, 0.5, 0.1]","[0.8, 0.4, 0.2]","[u'blue', u'red', u'black']","[u'left', u'middle', u'right']","[0.8, 0.4, 0.2]","[u'low', u'high', u'medium']","red",50,"middle","high","False","False",132,4300,NA
